av_odd_h,av_odd_d,av_odd_g,av_prob_h,av_prob_d,av_prob_g,av_back,bf_odd_h,bf_odd_d,bf_odd_g,bf_prob_h,bf_prob_d,bf_prob_g,bf_back,volume_h,volume_d,volume_g,vol_ratio_h,vol_ratio_d,vol_ratio_g,shui_h,pan,shui_g,profit_h,profit_d,profit_g,pf_idx_h,pf_idx_d,pf_idx_g,hot_idx_h,hot_idx_d,hot_idx_g,qj,qs,kwin,win_cv_0,draw_cv_0,lost_cv_0,win_cv_9,draw_cv_9,lost_cv_9
3.06,3.16,2.44,31.03,30.05,38.92,95.02,3.25,3.35,2.56,30.87,29.95,39.19,100.33,276992.0,290587.0,987226.0,17.8,18.7,63.5,0.825,0.0,1.025,654581.0,581339.0,-972494.0,42.0,37.0,-63.0,-43.0,-38.0,63.0,1.0,0.0,3.0,12.287,5.29,5.707,3.575,2.697,4.474
5.91,4.25,1.55,16.11,22.41,61.48,95.18,6.4,4.6,1.61,15.71,21.85,62.44,100.54,120517.0,134861.0,934618.0,10.1,11.3,78.5,0.925,-0.75,0.925,418687.0,569635.0,-314739.0,35.0,48.0,-26.0,-37.0,-49.0,28.0,1.0,3.0,0.0,6.21,4.831,2.571,5.677,3.899,2.415
2.22,3.26,3.43,42.97,29.24,27.8,95.29,2.3,3.35,3.85,43.78,30.06,26.16,100.69,461981.0,113722.0,134540.0,65.0,16.0,18.9,0.975,0.25,0.875,-352313.0,329274.0,192264.0,-50.0,46.0,27.0,51.0,-45.0,-32.0,1.0,1.0,1.0,5.287,2.809,4.832,3.674,2.9,5.141
3.25,3.47,2.2,29.32,27.44,43.24,95.15,3.5,3.6,2.28,28.51,27.72,43.77,99.79,319518.0,236540.0,1905433.0,13.0,9.6,77.4,1.025,-0.25,0.825,1343178.0,1609947.0,-1882896.0,55.0,65.0,-76.0,-56.0,-65.0,79.0,1.0,4.0,0.0,7.253,3.377,3.32,6.372,2.625,3.494
2.96,3.05,2.58,32.03,31.14,36.83,94.94,3.1,3.2,2.74,32.26,31.25,36.49,100.01,191032.0,137923.0,580947.0,21.0,15.2,63.8,0.875,0.0,0.975,317703.0,468548.0,-681893.0,35.0,51.0,-75.0,-34.0,-51.0,73.0,0.0,1.0,0.0,3.616,4.12,3.141,4.161,2.86,2.84
2.18,3.26,3.53,43.76,29.26,26.97,95.32,2.24,3.4,3.8,44.48,29.3,26.22,99.64,523862.0,244589.0,332694.0,47.6,22.2,30.2,0.95,0.25,0.9,-72306.0,269542.0,-163092.0,-7.0,24.0,-15.0,9.0,-24.0,12.0,2.0,1.0,3.0,10.306,3.206,8.646,3.14,2.698,4.92
2.51,3.17,2.96,37.93,29.95,32.12,95.09,2.64,3.35,3.1,37.88,29.85,32.26,100.0,1373937.0,708054.0,965847.0,45.1,23.2,31.7,0.825,0.0,1.025,-579356.0,675857.0,53712.0,-19.0,22.0,2.0,19.0,-22.0,-1.0,0.0,1.0,0.0,3.653,3.051,7.11,5.576,2.816,4.044
1.55,3.98,6.56,61.5,23.98,14.53,95.33,1.59,4.2,7.6,62.98,23.84,13.18,100.14,3100052.0,735447.0,366053.0,73.8,17.5,8.7,1.025,0.75,0.825,-727531.0,1112675.0,1419549.0,-17.0,27.0,34.0,20.0,-27.0,-40.0,1.0,1.0,1.0,2.546,4.797,10.078,4.216,4.907,9.898
5.65,3.4,1.72,16.8,27.92,55.29,94.86,6.2,3.6,1.79,16.17,27.84,55.99,100.25,405490.0,525067.0,3664673.0,8.8,11.4,79.7,0.875,-0.5,0.975,2081192.0,2704989.0,-1964535.0,45.0,59.0,-43.0,-48.0,-59.0,44.0,0.0,2.0,0.0,13.984,7.829,6.68,7.534,3.695,4.121
5.85,4.12,1.55,16.12,22.88,60.99,94.29,6.8,4.6,1.59,14.8,21.88,63.31,100.64,304652.0,398072.0,2320147.0,10.1,13.2,76.8,1.025,-0.75,0.825,951237.0,1191740.0,-666163.0,31.0,39.0,-22.0,-37.0,-42.0,26.0,2.0,1.0,3.0,6.591,4.604,2.319,6.372,4.632,3.522
4.11,3.45,1.93,23.17,27.61,49.22,95.15,4.5,3.65,1.99,22.25,27.43,50.32,100.12,157519.0,213525.0,1138997.0,10.4,14.1,75.4,1.1,-0.5,0.75,801206.0,730675.0,-756563.0,53.0,48.0,-50.0,-55.0,-49.0,53.0,0.0,4.0,0.0,8.695,4.83,3.721,6.018,3.714,3.505
2.01,3.54,3.67,47.23,26.88,25.89,95.04,2.1,3.7,4.0,47.79,27.12,25.09,100.36,2138360.0,303072.0,311910.0,77.7,11.0,11.3,1.1,0.5,0.75,-1737214.0,1631976.0,1505702.0,-63.0,59.0,55.0,64.0,-59.0,-56.0,2.0,2.0,1.0,4.625,5.233,8.68,3.555,3.241,5.54
2.08,3.22,3.91,45.95,29.63,24.42,95.49,2.12,3.4,4.3,47.25,29.46,23.29,100.17,1269292.0,427131.0,262469.0,64.8,21.8,13.4,0.85,0.25,1.0,-732007.0,506647.0,830275.0,-37.0,26.0,42.0,41.0,-26.0,-45.0,3.0,2.0,3.0,8.031,3.018,6.072,5.729,3.164,10.807
5.75,3.79,1.63,16.53,25.1,58.37,95.09,6.4,4.1,1.68,15.7,24.5,59.8,100.48,79865.0,68008.0,716989.0,9.2,7.9,82.9,1.1,-0.75,0.75,353726.0,586029.0,-339680.0,41.0,68.0,-39.0,-44.0,-69.0,42.0,1.0,0.0,3.0,4.924,3.964,3.727,8.514,3.615,2.96
2.19,3.23,3.52,43.51,29.49,27.0,95.16,2.32,3.35,3.8,43.42,30.07,26.51,100.73,889403.0,360713.0,488801.0,51.1,20.7,28.1,1.0,0.25,0.85,-324498.0,530529.0,-118527.0,-19.0,31.0,-7.0,18.0,-30.0,4.0,2.0,1.0,3.0,3.676,4.169,8.196,3.947,3.143,5.967
1.69,3.69,5.41,56.54,25.83,17.63,95.32,1.75,3.95,6.0,57.65,25.54,16.81,100.89,2889940.0,602344.0,219155.0,77.9,16.2,5.9,0.75,0.5,1.1,-1345956.0,1332180.0,2396509.0,-36.0,36.0,65.0,38.0,-37.0,-67.0,4.0,0.0,3.0,3.023,4.119,6.82,3.088,3.826,5.663
1.4,4.81,7.95,68.17,19.83,12.0,95.4,1.43,5.2,9.4,70.07,19.27,10.66,100.2,7997496.0,396886.0,290507.0,92.1,4.6,3.3,1.075,1.25,0.775,-2751530.0,6621082.0,5954123.0,-32.0,76.0,69.0,35.0,-77.0,-72.0,4.0,1.0,3.0,6.046,6.625,11.23,4.536,5.863,14.965
4.76,3.49,1.81,20.04,27.35,52.61,95.37,5.0,3.75,1.87,19.97,26.63,53.4,99.85,459864.0,191486.0,2347522.0,15.3,6.4,78.3,0.875,-0.5,0.975,699552.0,2280800.0,-1390994.0,23.0,76.0,-46.0,-24.0,-77.0,49.0,0.0,0.0,1.0,11.618,4.139,6.516,5.347,3.684,2.6
1.89,3.2,4.78,50.34,29.74,19.92,95.26,1.93,3.4,5.4,51.95,29.49,18.57,100.26,2835490.0,447808.0,386414.0,77.3,12.2,10.5,0.925,0.5,0.925,-1802784.0,2147165.0,1583076.0,-49.0,59.0,43.0,53.0,-59.0,-47.0,2.0,1.0,3.0,4.857,7.378,16.272,3.234,3.027,5.149
2.59,3.47,2.66,36.74,27.41,35.85,95.24,2.76,3.65,2.78,36.38,27.51,36.12,100.41,384005.0,318029.0,354634.0,36.3,30.1,33.6,0.925,0.0,0.925,-3186.0,-104138.0,70786.0,0.0,-10.0,7.0,-1.0,10.0,-6.0,0.0,1.0,0.0,10.389,4.41,5.989,4.835,3.583,4.808
1.41,4.46,8.21,67.15,21.29,11.56,94.92,1.46,4.8,9.2,68.36,20.79,10.85,99.81,2328760.0,259873.0,154184.0,84.9,9.5,5.6,0.925,1.0,0.925,-657173.0,1495427.0,1324324.0,-24.0,55.0,48.0,26.0,-56.0,-51.0,0.0,1.0,0.0,2.188,4.105,8.09,2.097,4.595,7.24
2.42,3.17,3.1,39.29,30.03,30.68,95.17,2.56,3.25,3.3,39.01,30.73,30.26,99.87,1128806.0,255832.0,404649.0,63.1,14.3,22.6,0.825,0.0,1.025,-1100456.0,957833.0,453945.0,-62.0,54.0,25.0,61.0,-52.0,-26.0,3.0,2.0,3.0,4.432,3.775,6.257,3.464,2.839,5.168
2.15,3.04,3.91,44.27,31.35,24.38,95.36,2.22,3.15,4.3,45.02,31.73,23.24,99.94,699872.0,302271.0,186984.0,58.9,25.4,15.7,0.925,0.25,0.925,-364589.0,236973.0,385096.0,-31.0,20.0,32.0,33.0,-19.0,-36.0,2.0,1.0,3.0,3.307,4.699,5.591,2.36,2.618,6.455
1.36,4.98,8.57,69.77,19.12,11.1,95.17,1.41,5.4,9.6,71.02,18.55,10.43,100.14,3770655.0,252603.0,184642.0,89.6,6.0,4.4,1.025,1.25,0.825,-1108723.0,2843844.0,2435337.0,-26.0,68.0,58.0,28.0,-69.0,-60.0,2.0,2.0,1.0,4.497,6.536,11.505,2.819,5.183,8.99
2.15,3.47,3.38,44.37,27.44,28.19,95.29,2.24,3.7,3.5,44.54,26.96,28.5,99.77,2224451.0,479869.0,647693.0,66.4,14.3,19.3,0.95,0.25,0.9,-1630757.0,1576498.0,1085088.0,-49.0,47.0,32.0,50.0,-48.0,-31.0,0.0,0.0,1.0,4.966,5.204,7.407,2.278,2.578,5.165
1.29,5.53,10.9,74.03,17.23,8.74,95.24,1.31,6.2,14.0,76.64,16.19,7.17,100.4,3414966.0,287985.0,109851.0,89.6,7.6,2.9,1.1,1.75,0.75,-660803.0,2027295.0,2274888.0,-17.0,53.0,60.0,21.0,-56.0,-67.0,1.0,1.0,1.0,1.701,6.909,20.546,1.92,4.808,11.157
1.43,4.32,8.17,66.39,21.98,11.63,95.02,1.49,4.5,9.0,66.82,22.12,11.06,99.56,4309515.0,354641.0,193600.0,88.7,7.3,4.0,0.975,1.0,0.875,-1563422.0,3261872.0,3115356.0,-32.0,67.0,64.0,34.0,-67.0,-66.0,3.0,0.0,3.0,3.204,4.82,10.251,2.653,2.889,8.734
3.59,2.91,2.35,26.63,32.79,40.59,95.55,3.75,3.0,2.52,26.75,33.44,39.81,100.31,1018836.0,1020456.0,3268677.0,19.2,19.2,61.6,0.775,0.0,1.075,1487334.0,2246601.0,-2929097.0,28.0,42.0,-55.0,-28.0,-41.0,52.0,2.0,1.0,3.0,21.012,9.215,8.019,10.346,4.263,7.027
1.6,4.09,5.61,59.67,23.33,17.0,95.33,1.68,4.3,5.9,59.69,23.32,17.0,100.28,2354586.0,354881.0,444243.0,74.7,11.3,14.1,1.1,0.75,0.75,-801994.0,1627722.0,532676.0,-25.0,52.0,17.0,25.0,-52.0,-17.0,1.0,0.0,3.0,1.853,3.669,9.024,2.989,4.144,8.382
2.7,3.26,2.67,35.27,29.18,35.55,95.06,2.82,3.45,2.82,35.49,29.01,35.49,100.08,618211.0,494507.0,1051261.0,28.6,22.9,48.6,0.925,0.0,0.925,420624.0,457930.0,-800577.0,19.0,21.0,-37.0,-19.0,-22.0,37.0,1.0,0.0,3.0,3.923,3.799,4.092,3.973,2.468,3.286
1.75,3.48,5.26,54.48,27.4,18.12,95.28,1.78,3.7,5.9,56.09,26.98,16.92,99.84,2038243.0,211130.0,220702.0,82.5,8.5,8.9,0.775,0.5,1.075,-1157998.0,1688894.0,1167933.0,-47.0,68.0,47.0,51.0,-69.0,-51.0,1.0,1.0,1.0,4.108,5.297,8.903,2.186,3.418,6.484
2.33,3.16,3.26,40.77,30.1,29.13,95.07,2.42,3.25,3.6,41.38,30.81,27.81,100.14,1098857.0,668058.0,672927.0,45.0,27.4,27.6,1.075,0.25,0.775,-219392.0,268654.0,17305.0,-9.0,11.0,1.0,10.0,-9.0,-5.0,2.0,0.0,3.0,6.786,5.069,11.58,1.915,3.183,5.092
2.04,3.35,3.82,46.63,28.43,24.94,95.26,2.12,3.55,4.1,47.3,28.25,24.46,100.28,1149338.0,266962.0,352411.0,65.0,15.1,19.9,0.85,0.25,1.0,-667885.0,820996.0,323826.0,-38.0,46.0,18.0,39.0,-47.0,-20.0,0.0,0.0,1.0,2.672,3.819,6.943,3.215,2.482,4.504
1.7,3.64,5.42,56.2,26.21,17.59,95.34,1.75,3.8,6.2,57.38,26.42,16.2,100.42,1215096.0,289100.0,125789.0,74.5,17.7,7.7,0.75,0.5,1.1,-496433.0,531405.0,850093.0,-30.0,33.0,52.0,33.0,-32.0,-56.0,0.0,0.0,1.0,6.306,5.848,11.161,2.428,2.426,7.648
9.78,5.29,1.31,9.69,17.9,72.42,94.78,11.5,5.8,1.36,8.74,17.33,73.92,100.51,182764.0,362732.0,4358279.0,3.7,7.4,88.9,1.075,-1.5,0.775,2801989.0,2799930.0,-1023485.0,57.0,57.0,-21.0,-62.0,-59.0,23.0,1.0,3.0,0.0,9.577,4.763,2.824,8.458,4.775,2.416
7.39,4.25,1.47,12.87,22.36,64.78,95.09,8.8,4.5,1.5,11.34,22.17,66.5,99.79,243233.0,387820.0,3866979.0,5.4,8.6,86.0,1.0,-1.0,0.85,2357582.0,2752842.0,-1302437.0,52.0,61.0,-29.0,-58.0,-61.0,33.0,1.0,3.0,0.0,18.902,8.151,5.819,9.591,3.643,2.72
1.35,5.18,8.78,70.76,18.39,10.85,95.28,1.39,5.5,10.5,72.2,18.25,9.56,100.36,6031214.0,852682.0,322469.0,83.7,11.8,4.5,0.975,1.25,0.875,-1177022.0,2516614.0,3820441.0,-16.0,35.0,53.0,18.0,-36.0,-59.0,0.0,0.0,1.0,2.287,5.804,10.611,1.7,5.376,11.497
5.49,3.69,1.66,17.28,25.68,57.04,94.86,6.0,4.1,1.71,16.74,24.5,58.75,100.44,226052.0,585171.0,1790415.0,8.7,22.5,68.8,1.075,-0.75,0.775,1245326.0,202437.0,-459972.0,48.0,8.0,-18.0,-50.0,-12.0,21.0,1.0,1.0,1.0,13.978,7.153,5.576,5.662,3.778,2.71
2.92,3.0,2.66,32.54,31.74,35.72,95.07,3.05,3.05,2.84,32.53,32.53,34.94,99.22,146405.0,198313.0,191326.0,27.3,37.0,35.7,0.925,0.0,0.925,89509.0,-68811.0,-7322.0,17.0,-13.0,-1.0,-16.0,17.0,0.0,0.0,1.0,0.0,5.354,3.228,4.879,4.283,2.617,3.684
1.16,7.53,17.94,82.06,12.64,5.3,95.09,1.19,9.0,21.0,84.11,11.12,4.77,100.09,2395128.0,78939.0,18729.0,96.1,3.2,0.8,1.05,2.75,0.8,-357407.0,1782345.0,2099487.0,-14.0,71.0,84.0,17.0,-75.0,-86.0,1.0,2.0,0.0,2.549,6.089,20.53,1.758,8.443,13.107
2.2,3.23,3.48,43.17,29.47,27.36,95.08,2.28,3.35,3.8,43.85,29.84,26.31,99.98,921172.0,276586.0,260291.0,63.2,19.0,17.9,1.025,0.25,0.825,-642223.0,531486.0,468943.0,-44.0,36.0,32.0,46.0,-36.0,-35.0,2.0,4.0,0.0,3.14,3.718,6.377,3.478,2.972,5.414
2.29,3.23,3.26,41.53,29.38,29.09,94.93,2.4,3.35,3.55,41.8,29.94,28.26,100.32,276099.0,158301.0,122454.0,49.6,28.4,22.0,1.05,0.25,0.8,-105784.0,26546.0,122142.0,-19.0,5.0,22.0,19.0,-3.0,-24.0,1.0,1.0,1.0,5.031,2.974,7.378,1.96,3.126,4.391
1.93,3.4,4.25,49.5,28.04,22.45,95.33,2.0,3.5,4.6,49.85,28.48,21.67,99.7,715748.0,112808.0,220111.0,68.3,10.8,21.0,1.0,0.5,0.85,-382829.0,653839.0,36156.0,-37.0,62.0,3.0,38.0,-62.0,-7.0,1.0,0.0,3.0,4.595,3.821,10.335,1.97,3.092,5.817
2.22,3.31,3.34,42.82,28.72,28.46,95.09,2.32,3.5,3.6,43.34,28.73,27.93,100.55,502728.0,216055.0,218854.0,53.6,23.0,23.3,1.0,0.25,0.85,-228692.0,181445.0,149763.0,-24.0,19.0,16.0,25.0,-20.0,-18.0,3.0,0.0,3.0,4.92,4.367,5.969,2.429,2.666,4.768
1.44,4.28,8.12,66.07,22.22,11.71,95.1,1.48,4.6,9.2,67.45,21.7,10.85,99.83,3067438.0,255820.0,144034.0,88.5,7.4,4.2,0.95,1.0,0.9,-1072516.0,2290520.0,2142179.0,-31.0,66.0,62.0,34.0,-67.0,-65.0,2.0,1.0,3.0,3.344,6.73,18.595,3.385,2.832,9.507
1.83,3.75,4.22,52.08,25.38,22.54,95.21,1.91,3.9,4.5,52.24,25.58,22.17,99.78,2361506.0,243676.0,309765.0,81.0,8.4,10.6,0.925,0.5,0.925,-1595530.0,1964611.0,1521005.0,-55.0,67.0,52.0,56.0,-67.0,-53.0,1.0,1.0,1.0,5.502,5.447,7.54,1.899,3.307,6.583
2.16,3.53,3.27,44.06,26.88,29.06,94.96,2.26,3.75,3.45,44.29,26.69,29.01,100.1,2657454.0,567563.0,714334.0,67.5,14.4,18.1,0.95,0.25,0.9,-2066495.0,1810990.0,1474899.0,-52.0,46.0,37.0,53.0,-46.0,-38.0,1.0,2.0,0.0,2.753,5.087,6.267,3.963,2.889,4.461
1.72,3.8,4.79,55.17,25.02,19.82,94.99,1.78,3.95,5.4,56.17,25.31,18.52,99.98,574200.0,50233.0,103066.0,78.9,6.9,14.2,0.775,0.5,1.075,-294577.0,529079.0,170943.0,-40.0,73.0,23.0,43.0,-72.0,-29.0,3.0,1.0,3.0,4.546,3.665,6.455,2.253,3.711,7.625
1.36,5.02,8.79,70.22,18.96,10.82,95.17,1.4,5.6,9.8,71.79,17.95,10.26,100.51,1794420.0,252906.0,112376.0,83.1,11.7,5.2,1.0,1.25,0.85,-352486.0,743428.0,1058417.0,-16.0,34.0,49.0,18.0,-38.0,-52.0,3.0,0.0,3.0,3.276,5.787,11.091,2.562,6.332,11.258
2.7,3.19,2.72,35.28,29.8,34.92,95.15,2.88,3.4,2.82,34.86,29.53,35.61,100.4,725712.0,557432.0,620705.0,38.1,29.3,32.6,0.925,0.0,0.925,-186202.0,8580.0,153461.0,-10.0,0.0,8.0,8.0,-2.0,-7.0,1.0,1.0,1.0,10.033,3.849,7.725,3.517,2.505,2.835
9.83,5.24,1.31,9.64,18.1,72.26,94.81,11.5,5.5,1.37,8.71,18.21,73.09,100.16,56752.0,96508.0,1035614.0,4.8,8.1,87.1,1.1,-1.5,0.75,536226.0,658080.0,-229917.0,45.0,55.0,-19.0,-51.0,-55.0,21.0,0.0,2.0,0.0,12.686,3.542,2.065,9.705,4.972,2.245
3.07,2.83,2.65,30.79,33.45,35.76,94.6,3.2,3.05,2.76,31.17,32.7,36.13,99.74,1538985.0,2504038.0,10439350.0,10.6,17.3,72.1,0.925,0.0,0.925,9557620.0,6845056.0,-14330230.0,66.0,47.0,-99.0,-65.0,-48.0,102.0,1.0,1.0,1.0,3.443,5.673,7.775,4.379,3.78,4.006
2.9,3.12,2.6,32.82,30.56,36.62,95.24,3.05,3.3,2.7,32.75,30.26,36.99,99.89,213836.0,189461.0,267631.0,31.9,28.2,39.9,0.875,0.0,0.975,18728.0,45707.0,-51676.0,3.0,7.0,-8.0,-3.0,-8.0,9.0,1.0,1.0,1.0,11.645,4.39,7.734,2.404,3.136,4.216
3.08,3.44,2.3,30.92,27.64,41.44,95.18,3.3,3.65,2.36,30.28,27.38,42.34,99.92,292614.0,167232.0,1235540.0,17.3,9.9,72.9,1.025,-0.25,0.825,729760.0,1084989.0,-1220488.0,43.0,64.0,-72.0,-44.0,-64.0,76.0,1.0,2.0,0.0,4.534,3.494,6.132,5.139,2.805,3.891
2.73,3.0,2.83,34.8,31.64,33.56,94.94,2.8,3.15,3.05,35.63,31.67,32.71,99.76,561991.0,315116.0,314794.0,47.2,26.4,26.4,0.925,0.0,0.925,-381674.0,199286.0,231779.0,-32.0,17.0,19.0,35.0,-16.0,-21.0,2.0,0.0,3.0,3.533,3.064,3.52,2.987,2.705,4.76
1.38,4.81,8.47,69.05,19.74,11.21,95.0,1.42,5.2,10.0,70.67,19.3,10.03,100.35,3375806.0,425544.0,192049.0,84.5,10.7,4.8,1.05,1.25,0.8,-800245.0,1780570.0,2072909.0,-20.0,45.0,52.0,22.0,-46.0,-57.0,2.0,0.0,3.0,3.211,7.25,11.814,3.091,5.667,11.449
1.62,4.0,5.49,58.82,23.81,17.36,95.29,1.65,4.3,6.2,60.61,23.26,16.13,100.01,2115082.0,340996.0,268434.0,77.6,12.5,9.9,0.975,0.75,0.875,-765373.0,1258229.0,1060221.0,-28.0,46.0,39.0,32.0,-47.0,-43.0,0.0,1.0,0.0,2.988,3.652,7.805,3.69,5.12,7.885
1.6,3.8,6.19,59.53,25.08,15.38,95.21,1.61,4.1,7.0,61.63,24.2,14.17,99.22,6412631.0,471212.0,524641.0,86.6,6.4,7.1,0.925,0.75,0.925,-2915852.0,5476515.0,3735997.0,-39.0,74.0,50.0,45.0,-75.0,-54.0,1.0,1.0,1.0,5.285,3.434,10.628,2.953,3.876,8.273
3.61,3.1,2.23,26.41,30.79,42.8,95.32,4.1,3.2,2.28,24.51,31.41,44.08,100.49,279204.0,255744.0,1212399.0,16.0,14.6,69.4,1.025,-0.25,0.825,602611.0,928966.0,-1016923.0,34.0,53.0,-58.0,-39.0,-52.0,62.0,0.0,4.0,0.0,5.457,4.13,3.806,7.3,2.545,6.63
5.15,3.85,1.67,18.42,24.64,56.95,94.85,6.0,4.0,1.73,16.76,25.13,58.11,100.56,178965.0,137480.0,1169646.0,12.0,9.3,78.7,1.1,-0.75,0.75,412301.0,936171.0,-537397.0,28.0,63.0,-36.0,-35.0,-62.0,38.0,0.0,0.0,1.0,5.781,4.468,3.049,4.998,3.081,2.605
2.46,3.59,2.72,38.66,26.46,34.89,94.92,2.58,3.85,2.84,38.78,25.99,35.23,100.05,408883.0,118320.0,306361.0,49.1,14.2,36.8,0.825,0.0,1.025,-221354.0,378032.0,-36501.0,-27.0,45.0,-4.0,27.0,-46.0,5.0,1.0,0.0,3.0,5.208,5.915,5.273,3.511,2.976,3.791
2.44,3.48,2.82,38.96,27.3,33.74,95.13,2.58,3.6,3.0,38.81,27.81,33.38,100.13,345497.0,77728.0,284366.0,48.8,11.0,40.2,0.825,0.0,1.025,-183791.0,427770.0,-145507.0,-26.0,60.0,-21.0,25.0,-60.0,19.0,1.0,3.0,0.0,6.792,4.47,4.969,3.864,2.796,4.159
3.0,3.24,2.44,31.65,29.35,39.0,95.1,3.1,3.45,2.58,32.26,28.98,38.76,100.01,119463.0,223248.0,404530.0,16.0,29.9,54.1,0.825,0.0,1.025,376906.0,-22965.0,-296446.0,50.0,-3.0,-40.0,-49.0,2.0,39.0,3.0,3.0,1.0,3.233,3.494,3.558,3.873,2.721,3.203
1.64,3.98,5.31,58.15,23.92,17.93,95.16,1.69,4.2,6.2,59.7,24.02,16.27,100.89,523752.0,49624.0,57105.0,83.1,7.9,9.1,1.1,0.75,0.75,-254660.0,422060.0,276430.0,-40.0,67.0,44.0,43.0,-67.0,-49.0,2.0,2.0,1.0,2.157,3.821,7.477,1.736,3.412,5.893
3.25,3.31,2.26,29.28,28.72,42.0,95.02,3.5,3.4,2.36,28.47,29.31,42.22,99.64,652399.0,230562.0,1244334.0,30.7,10.8,58.5,1.025,-0.25,0.825,-156102.0,1343384.0,-809333.0,-7.0,63.0,-38.0,5.0,-62.0,39.0,1.0,1.0,1.0,6.947,3.94,3.039,4.792,2.523,4.825
1.22,6.74,11.79,77.81,14.12,8.07,95.2,1.25,7.8,14.0,80.03,12.83,7.15,100.04,2329090.0,150213.0,150799.0,88.6,5.7,5.7,1.0,2.0,0.85,-281261.0,1458441.0,518916.0,-11.0,55.0,20.0,14.0,-60.0,-29.0,2.0,1.0,3.0,3.59,7.68,11.883,1.692,9.877,11.605
1.83,3.42,4.77,52.08,27.91,20.01,95.43,1.88,3.55,5.3,53.07,28.1,18.82,99.77,4737728.0,928042.0,734445.0,74.0,14.5,11.5,0.875,0.5,0.975,-2506714.0,3105666.0,2507656.0,-39.0,49.0,39.0,42.0,-48.0,-43.0,2.0,1.0,3.0,3.87,5.477,10.462,4.41,4.576,8.125
1.57,3.92,6.49,60.94,24.34,14.72,95.46,1.64,3.85,7.4,60.69,25.85,13.45,99.53,3265829.0,1035746.0,296284.0,71.0,22.5,6.4,0.975,0.75,0.875,-758101.0,610237.0,2405358.0,-16.0,13.0,52.0,17.0,-7.0,-56.0,2.0,1.0,3.0,3.706,5.505,12.451,2.908,3.525,7.506
4.32,3.71,1.81,21.99,25.62,52.39,95.09,4.8,4.0,1.85,20.86,25.03,54.11,100.13,287316.0,235378.0,5042222.0,5.2,4.2,90.6,0.85,-0.5,1.0,4185799.0,4623404.0,-3763195.0,75.0,83.0,-68.0,-77.0,-83.0,73.0,1.0,2.0,0.0,11.596,5.179,4.227,4.584,3.781,2.366
2.94,3.36,2.41,32.3,28.31,39.39,94.98,3.0,3.65,2.52,33.2,27.28,39.52,99.6,611888.0,276356.0,530561.0,43.1,19.5,37.4,0.775,0.0,1.075,-416859.0,410106.0,81791.0,-29.0,29.0,6.0,34.0,-31.0,-5.0,0.0,1.0,0.0,6.129,4.482,5.01,2.829,3.359,2.878
1.55,4.15,6.05,61.29,22.96,15.75,95.22,1.61,4.4,6.8,62.4,22.83,14.77,100.46,794443.0,88873.0,69131.0,83.4,9.3,7.3,0.925,0.75,0.925,-326606.0,561406.0,482356.0,-34.0,59.0,51.0,36.0,-59.0,-54.0,3.0,2.0,3.0,5.32,5.693,8.754,2.138,3.297,6.568
2.21,3.76,3.03,43.19,25.35,31.45,95.25,2.26,4.1,3.2,44.3,24.42,31.29,100.12,1019281.0,189547.0,374270.0,64.4,12.0,23.6,0.95,0.25,0.9,-720477.0,805955.0,385434.0,-46.0,51.0,24.0,49.0,-53.0,-25.0,1.0,2.0,0.0,10.704,6.009,17.653,2.556,4.714,3.399
3.72,3.28,2.1,25.58,29.04,45.38,95.2,4.0,3.4,2.16,24.82,29.2,45.97,99.28,332513.0,239654.0,1123433.0,19.6,14.1,66.3,0.875,-0.25,0.975,365548.0,880776.0,-731015.0,22.0,52.0,-43.0,-23.0,-51.0,46.0,1.0,3.0,0.0,11.449,5.049,9.115,5.021,3.622,3.673
5.01,3.94,1.67,18.99,24.11,56.9,95.11,5.4,4.2,1.73,18.49,23.78,57.73,99.85,89500.0,89408.0,528305.0,12.7,12.6,74.7,1.1,-0.75,0.75,223913.0,331699.0,-206755.0,32.0,47.0,-29.0,-33.0,-48.0,31.0,1.0,2.0,0.0,9.548,5.17,6.662,4.777,3.37,2.572
2.64,3.41,2.62,35.97,27.83,36.19,94.98,2.76,3.6,2.76,36.14,27.71,36.14,99.75,511224.0,561383.0,706075.0,28.7,31.6,39.7,0.925,0.0,0.925,367704.0,-242297.0,-170085.0,21.0,-14.0,-10.0,-20.0,13.0,10.0,2.0,0.0,3.0,9.416,3.871,5.516,3.605,2.804,3.133
1.72,3.3,5.97,55.29,28.78,15.93,95.0,1.76,3.6,6.6,56.96,27.85,15.19,100.25,5569512.0,3288404.0,670896.0,58.4,34.5,7.0,0.775,0.5,1.075,-273529.0,-2309442.0,5100899.0,-3.0,-24.0,54.0,6.0,20.0,-56.0,4.0,1.0,3.0,5.646,9.581,13.789,1.833,5.302,7.878
1.13,8.29,19.94,83.79,11.45,4.76,94.93,1.15,11.0,28.0,87.29,9.13,3.59,100.38,7161231.0,391912.0,140921.0,93.1,5.1,1.8,0.95,3.0,0.9,-541352.0,3383032.0,3748276.0,-7.0,44.0,49.0,11.0,-56.0,-62.0,2.0,0.0,3.0,2.067,4.484,21.317,1.799,8.428,15.575
